id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply
immutable-x,imx,Immutable,2.177597111731479,3178446969.0,38.0,4363555324.0,49734855.0,2.43,2.18,-0.16615635284099,-7.08933,-241039062.24298668,-7.04899,1456815249.3898141,2000000000.0,2000000000.0
floki,floki,FLOKI,0.000183620493478,1791909233.0,61.0,1845186433.0,294261944.0,0.00020426,0.00018042,-1.3253937617461001e-05,-6.73218,-116915063.25587153,-6.12498,9711263864756.0,10000000000000.0,10000000000000.0
gala,gala,GALA,0.046155642669070004,1615799202.0,67.0,1615799622.0,177182244.0,0.052059,0.0463531,-0.004869041792035,-9.54252,-165560906.09139705,-9.29407,34872639113.2689,34872648188.0458,50000000000.0
beam-2,beam,Beam,0.026762352207443003,1424825026.0,72.0,1678502903.0,41599914.0,0.0304662,0.02678162,-0.003148973174321,-10.5277,-164814534.64282703,-10.36804,52998143387.8887,62434008330.7567,62434008330.7567
axie-infinity,axs,Axie Infinity,7.4218916007097935,1070006054.0,89.0,2011011114.0,103018013.0,8.38,7.4,-0.31238478804274805,-4.03897,-39676660.44075334,-3.5755,143659889.606527,270000000.0,270000000.0
the-sandbox,sand,The Sandbox,0.459108359893923,1036155438.0,94.0,1376809300.0,110938684.0,0.5057969999999999,0.458595,-0.029281115723720004,-5.99544,-62923055.26290858,-5.7250700000000005,2257731926.2233224,3000000000.0,3000000000.0
ronin,ron,Ronin,3.206522744769539,1012964350.0,95.0,3206853788.0,20234544.0,3.49,3.2,-0.18000711053617602,-5.31539,-56514221.949047565,-5.28428,315874815.809958,1000000000.0,1000000000.0
apecoin,ape,ApeCoin,1.222805078280256,772050683.0,117.0,1229691586.0,68616530.0,1.3599999999999999,1.23,-0.097121561781719,-7.3581,-57377594.85284674,-6.91773,627840909.0,1000000000.0,1000000000.0
echelon-prime,prime,Echelon Prime,18.218525305702045,684786762.0,127.0,2028364913.0,15958268.0,20.44,17.64,-0.5393817483429401,-2.87549,-19032914.746853948,-2.70423,37511700.8947,111111111.0,111111111.0
illuvium,ilv,Illuvium,97.77019941064661,626615697.0,135.0,941266230.0,10709283.0,106.72,97.29,-6.970736077472694,-6.65522,-43865714.732464194,-6.54242,6393807.0933787,9604411.00983229,
skale,skl,SKALE,0.094258246594264,488434771.0,166.0,499380315.0,33827909.0,0.10371799999999999,0.09397599999999999,-0.006640847113356001,-6.58167,-34587185.218476,-6.61295,5179144337.0,5295205996.94293,7000000000.0
enjincoin,enj,Enjin Coin,0.32972598428105704,477475808.0,169.0,596355038.0,27220134.0,0.35890099999999997,0.327687,-0.019860722132999,-5.6812000000000005,-26375151.302294493,-5.23471,1441461535.05588,1800348486.83708,
stepn,gmt,GMT,0.24047477811800702,465655543.0,172.0,1293211270.0,54642995.0,0.267988,0.241024,-0.020102413400683,-7.71457,-37851546.7628451,-7.51758,1933238284.70298,5368959044.48673,6000000000.0
pixels,pixel,Pixels,0.43297490296977004,333754815.0,219.0,2164311147.0,65744402.0,0.521124,0.435089,-0.052932078707727,-10.89346,-40207768.77085763,-10.75182,771041667.0,5000000000.0,5000000000.0
guildfi,gf,GuildFi,0.38297588744148203,292456878.0,233.0,385153040.0,3106389.0,0.43988000000000005,0.37859499999999996,-0.013947006788682001,-3.51378,60887280.0,26.2933,759326417.400167,1000000000.0,1000000000.0
yield-guild-games,ygg,Yield Guild Games,0.9171013765207541,287241839.0,235.0,917201124.0,194077908.0,1.048,0.9194289999999999,-0.038721018704948006,-4.05107,-12223586.064961553,-4.0818,313172139.8780632,1000000000.0,1000000000.0
chromaway,chr,Chromia,0.307407287434659,251096574.0,257.0,251096574.0,12889130.0,0.341929,0.30736199999999997,-0.024653397189600003,-7.42436,-18650920.882653296,-6.91421,812434439.326204,812434439.326204,978064789.0
wilder-world,wild,Wilder World,0.8940214331709021,249551341.0,258.0,447054256.0,1217301.0,0.917817,0.8671949999999999,-0.003388577702861,-0.3776,-970597.5165825784,-0.38743000000000005,279106325.59565735,500000000.0,500000000.0
wax,waxp,WAX,0.06998649194614201,240496025.0,267.0,263818265.0,6855134.0,0.077447,0.07009499999999999,-0.005164692448850001,-6.8724,-17895358.609464347,-6.92568,3436998434.33715,3770303327.0,3770303327.0
xai-blockchain,xai,Xai,0.7373139210374281,203985452.0,296.0,724676443.0,30520351.0,0.861211,0.7369359999999999,-0.05445776409887101,-6.87796,-15595808.340737611,-7.10252,277118150.0,984486851.0,2500000000.0
magic,magic,Magic,0.797904367980072,203412064.0,297.0,271051384.0,32620681.0,0.8971500000000001,0.800124,-0.072124711192318,-8.28992,-18202851.915546536,-8.21373,254888918.815934,339645510.317976,347714007.0
smooth-love-potion,slp,Smooth Love Potion,0.004139612264185,171441762.0,327.0,,16240529.0,0.00464671,0.0041377,-0.00032192686201400005,-7.2156,-13597193.301063508,-7.34829,41369158816.0,,
big-time,bigtime,Big Time,0.194759698401817,162822568.0,344.0,978585168.0,34527104.0,0.219071,0.195382,-0.019336172763274,-9.03155,-14859728.445732534,-8.36309,831928450.40585,5000000000.0,5000000000.0
portal-2,portal,Portal,0.922646562973863,154519475.0,359.0,924521083.0,41039505.0,1.11,0.9231079999999999,-0.12383224297884302,-11.83323,-20504345.868886918,-11.71517,167134615.0,1000000000.0,1000000000.0
crown-by-third-time-games,crown,Crown by Third Time Games,0.954391404053838,152706790.0,361.0,238891489.0,624121.0,1.13,0.955545,-0.15171676763529202,-13.71627,-24183367.830568403,-13.6714,159807692.43,250000000.0,250000000.0
bluzelle,blz,Bluzelle,0.35248048081376204,151209435.0,363.0,176614807.0,9031991.0,0.377469,0.35236599999999996,-0.021368333947698003,-5.71577,-8739051.469920993,-5.4636700000000005,428076890.7280512,500000000.0,
hooked-protocol,hook,Hooked Protocol,0.9278763413027901,135112803.0,391.0,465906216.0,6783110.0,1.029,0.924441,-0.064885448471191,-6.53585,-9074579.176707,-6.2936,145000000.0,500000000.0,500000000.0
heroes-of-mavia,mavia,Heroes of Mavia,4.360140907053856,130669547.0,400.0,1088912893.0,52600443.0,4.67,4.22,-0.274473442941556,-5.92225,-8128364.445474595,-5.85626,30000000.0,250000000.0,250000000.0
myria,myria,Myria,0.0070917933761580005,122810374.0,413.0,352311515.0,4852373.0,0.00759797,0.00665419,-0.00024869189659000005,-3.38795,-5296061.64525117,-4.13411,17429230818.0,50000000000.0,50000000000.0
oasys,oas,Oasys,0.065479886663452,121652054.0,415.0,654715271.0,772584.0,0.07065099999999999,0.065218,-0.0018781646570790002,-2.78833,-3426013.3211756647,-2.7391,1858090982.0,10000000000.0,10000000000.0
guild-of-guardians,gog,Guild of Guardians,0.207094309279706,118028341.0,425.0,207211222.0,789176.0,0.24368199999999998,0.205068,-0.010774256021398,-4.9453,-5994820.817816347,-4.83363,569604001.199,1000000000.0,1000000000.0
my-neighbor-alice,alice,My Neighbor Alice,1.263564990448128,113092516.0,436.0,126832727.0,18714045.0,1.4100000000000001,1.27,-0.108261754597488,-7.8918,-9389991.655975536,-7.66639,89166667.0,100000000.0,100000000.0
nakamoto-games,naka,Nakamoto Games,1.728566649384462,112602369.0,437.0,311897389.0,22699043.0,1.88,1.73,-0.08384772360225701,-4.6263000000000005,-4847621.427605256,-4.12739,64984277.5,180000000.0,180000000.0
vulcan-forged,pyr,Vulcan Forged,4.605276042612397,110104451.0,454.0,230366210.0,6368502.0,5.12,4.6,-0.41116643368954103,-8.19637,-9775459.744194597,-8.15438,23897700.0,50000000.0,50000000.0
marblex,mbx,Marblex,0.828184582849883,98060008.0,482.0,267360464.0,1809336.0,0.861065,0.809758,-0.024600563989096002,-2.8847300000000002,-3001110.906317711,-2.9696,118398791.865466,322814127.0,1000000000.0
mobox,mbox,Mobox,0.346910495383825,96490437.0,488.0,164898529.0,13650014.0,0.385303,0.34661000000000003,-0.033270809531044006,-8.7513,-9332830.022656932,-8.81926,278104971.0,475270938.808789,1000000000.0
aavegotchi,ghst,Aavegotchi,1.8201677305645192,93384691.0,496.0,96288176.0,6643584.0,2.03,1.82,-0.11699930470171901,-6.03971,-5845044.011677265,-5.89042,51157239.2140685,52747802.714256,52747802.714256
sidus,sidus,Sidus,0.008549072838015,91735380.0,500.0,182615173.0,840923.0,0.00926421,0.00850502,-0.0004956253785760001,-5.47973,-5167328.674244463,-5.33249,10726868396.922684,21353690696.8972,30000000000.0
mines-of-dalarnia,dar,Mines of Dalarnia,0.16021090436569502,89555107.0,506.0,128565425.0,17090941.0,0.178541,0.16006499999999999,-0.014021224219744001,-8.04744,-7704585.247840017,-7.92166,557257796.888503,800000000.0,800000000.0
xpla,xpla,XPLA,0.16573326203049302,88743740.0,509.0,331435449.0,129069.0,0.177874,0.165771,-0.010484512786056001,-5.94975,-5691668.561490521,-6.02705,535492469.079939,1999929089.7932,2000000000.0
radio-caca,raca,Radio Caca,0.00024669051167800003,87260735.0,511.0,103989470.0,11481294.0,0.00026822,0.00024636,-2.0355898543649002e-05,-7.62261,-7030221.960711181,-7.4558800000000005,353444937014.302,421203787004.302,500000000000.0
gamercoin,ghx,GamerCoin,0.139947906798709,87226455.0,512.0,113152666.0,2267907.0,0.15701099999999998,0.136983,-0.013520599090996002,-8.81002,-10118001.342707902,-10.39402,622866240.01,808000000.0,880000000.0
star-atlas,atlas,Star Atlas,0.004957491181216,77966401.0,544.0,178600428.0,2302050.0,0.00524888,0.0048687800000000005,-0.00024462666697,-4.70244,-3747235.5654044,-4.58581,15715474259.6106,36000000000.0,36000000000.0
shrapnel-2,shrap,Shrapnel,0.16908794312279102,73785627.0,559.0,506952624.0,2091936.0,0.191681,0.16863799999999998,-0.021905203781716003,-11.4691,-9754592.888266936,-11.67652,436642143.306,3000000000.0,3000000000.0
sweatcoin,sweat,Sweat Economy,0.009226526541579001,73116238.0,566.0,200344067.0,7230377.0,0.010010980000000001,0.009049699999999999,-0.00042802243002700003,-4.43338,-3567993.5452703536,-4.65284,7923919713.48,21712144110.139,
moon-tropica,cah,Moon Tropica,26.479714587918874,71800730.0,573.0,92723387.0,251499.0,28.81,26.26,-1.424729742831139,-5.10574,-3892410.0041585416,-5.14236,2710239.16045871,3500000.0,3500000.0
alien-worlds,tlm,Alien Worlds,0.01666862650983,69008369.0,586.0,106142824.0,15454539.0,0.01913575,0.01670754,-0.001157767240062,-6.49468,-4626505.285483643,-6.28304,4121760721.0652,6339742984.7108,10000000000.0
star-atlas-dao,polis,Star Atlas DAO,0.272685451446992,67886545.0,592.0,98232268.0,584380.0,0.29880599999999996,0.26453000000000004,-0.018628184730423002,-6.39455,-4670746.32703799,-6.43732,248789492.1391,360000000.0,360000000.0
gods-unchained,gods,Gods Unchained,0.22749250958592102,65079229.0,600.0,114007408.0,788606.0,0.25235799999999997,0.228379,-0.018625225440243,-7.56761,-5187436.929653294,-7.3825,285416667.0649,500000000.0,500000000.0
ultra,uos,Ultra,0.171399445857834,64543252.0,601.0,172533683.0,1730454.0,0.182964,0.170371,-0.004126654105763,-2.35102,-1139168.317901373,-1.7343600000000001,374090733.949,1000000000.0,1000000000.0
merit-circle,mc,Merit Circle,2.690912547539827,62965190.0,610.0,62965190.0,158551.0,3.06,2.69,-0.332002085714227,-10.982850000000001,-7910977.234546199,-11.16169,23358649.4286796,23358649.4286796,23358649.4286796
cornucopias,copi,Cornucopias,0.06450077511890001,56175270.0,648.0,247923409.0,554235.0,0.066691,0.062231999999999996,-0.001798542000084,-2.7127600000000003,-1449062.5291083902,-2.51467,870079348.0,3840000000.0,3840000000.0
punk-2,punk,PunkCity,2.816764899300294,53903283.0,667.0,140721681.0,44783.0,3.12,2.79,-0.070578947655463,-2.44442,-1360247.3153198212,-2.46138,19136592.9599754,49958617.9599754,49999990.0
cocos-bcx,combo,COMBO,0.7148081339297331,50902220.0,684.0,71641052.0,5348070.0,0.7840579999999999,0.713248,-0.046832860839057,-6.14894,-3247207.081462741,-5.9967500000000005,71051748.0,100000000.0,100000000.0
dream-machine-token,dmt,Dream Machine Token,77.98096694547701,46909772.0,721.0,77992787.0,1784925.0,93.53,77.18,-12.274911873420336,-13.60012,-7419207.282039255,-13.65608,601462.950092221,1000000.0,1000000.0
deapcoin,dep,DEAPCOIN,0.0019522311053820002,46090183.0,724.0,58575264.0,1317791.0,0.00199828,0.0019136700000000001,-3.856532795967201e-05,-1.9371800000000001,-900457.0744749084,-1.9162500000000002,23605621511.0,30000000000.0,30000000000.0
games-for-a-living,gfal,Games for a Living,0.028911893237933,45642610.0,734.0,289316530.0,1550144.0,0.03063664,0.028055550000000002,-0.0011306277716090002,-3.76343,-1666407.4438162893,-3.52239,1577601167.8273811,10000000000.0,10000000000.0
voxies,voxel,Voxies,0.25351623241779003,44377932.0,743.0,76058778.0,5813564.0,0.286284,0.25410099999999997,-0.017404187840555002,-6.4241,-3058892.808815524,-6.44835,175040671.136504,300000000.0,300000000.0
katana-inu,kata,Katana Inu,0.001568555019659,42374975.0,767.0,77839687.0,607677.0,0.00166105,0.00153265,2.6980000000000003e-05,1.75012,206050.0,0.48863000000000006,27219389349.59545,50000000000.0,50000000000.0
green-satoshi-token,gst-sol,STEPN Green Satoshi Token on Solana,0.035171228619162005,40498027.0,782.0,40851055.0,1251409.0,0.03806917,0.03482534,-0.0019458890094950002,-5.24256,-2115636.5395271108,-4.96469,1147161857.0,1157161857.0,
gamium,gmm,Gamium,0.000887198074671,40397713.0,783.0,41228251.0,510780.0,0.00096147,0.0008831700000000001,-7.3976147088387e-05,-7.69643,-3254918.7881679013,-7.45641,45500876851.5919,46436330232.8897,
cere-network,cere,Cere Network,0.005780280363017001,38163394.0,809.0,57814746.0,957727.0,0.00624188,0.00578428,-0.00041501677819400006,-6.6989,-2682492.63028349,-6.56735,6600979225.769589,10000000000.0,
altura,alu,Altura,0.050350894038635005,36264070.0,832.0,49880068.0,7318613.0,0.05215,0.04998419,-0.001117856859246,-2.17191,-807186.0013902858,-2.17739,719755021.0,990000000.0,990000000.0
derace,derc,DeRace,0.29317122907562204,35108038.0,846.0,35108038.0,1043859.0,0.310115,0.269968,0.01997919,7.31324,2366747.0,7.22863,120000000.0,120000000.0,120000000.0
metahero,hero,Metahero,0.004435796365916,35026276.0,847.0,43486500.0,1251846.0,0.00456703,0.00440846,-6.7395859265959e-05,-1.49662,-344846.15252895653,-0.97494,7866213223.2,9766213274.19587,10000000000.0
carbify,cby,Carbify,3.41712657397533,33669852.0,863.0,171084378.0,78173.0,3.55,3.4,-0.08266173279118001,-2.36191,-768948.4789918289,-2.2328,9840130.518449128,50000000.0,50000000.0
the-virtua-kolect,tvk,Virtua,0.18543392455687502,33024643.0,872.0,222715905.0,247951.0,0.19985000000000003,0.178458,-0.005318937133024001,-2.78839,-916122.1410137303,-2.69918,177937771.80965117,1200000000.0,1200000000.0
drunk-robots,metal,Badmad Robots,0.04525861329336801,32541984.0,879.0,124413291.0,276733.0,0.050554999999999996,0.04449097,-0.004795269800335,-9.58022,-3529139.0148084424,-9.78383,719299800.6825,2750000000.0,2750000000.0
qopro,qorpo,QORPO WORLD,0.733457540169505,32379434.0,884.0,550615031.0,1150651.0,0.7829689999999999,0.7334579999999999,-0.04904090500114,-6.26722,-2129133.480606243,-6.16987,44104454.333334,750000000.0,750000000.0
breederdao,breed,BreederDAO,0.05401117208585501,31852962.0,889.0,54060610.0,327875.0,0.056318,0.053041,-0.001234455273817,-2.23449,-741149.0930650793,-2.27387,589208333.0,1000000000.0,1000000000.0
sipher,sipher,SIPHER,0.33070735544678104,31788479.0,890.0,37915968.0,136847.0,0.36138000000000003,0.307444,0.02088149,6.73975,2067083.0,6.95487,95862609.76212358,114340911.0,1000000000.0
passage,pasg,Passage,0.040162121256881005,31290171.0,897.0,49892670.0,16937.68,0.04341587,0.0391624,-0.0032537508498250004,-7.49438,-2618913.2927579954,-7.72334,778572761.524955,1241446502.68858,1500000000.0
league-of-kingdoms,loka,League of Kingdoms,0.263121563723456,30385245.0,911.0,54282883.0,3904399.0,0.29029299999999997,0.26421,-0.020276718713563003,-7.15485,-2203210.044687707,-6.76071,114916312.146545,205296640.782909,
aurory,aury,Aurory,0.539809689488167,29698436.0,918.0,54008309.0,365537.0,0.591611,0.520289,-0.04876298583152,-8.28496,-2747878.2523892373,-8.469,54988643.2,100000000.0,100000000.0
hytopia,topia,HYCHAIN,0.034151397321145,29491566.0,927.0,169228179.0,488605.0,0.03990071,0.03305411,-0.005145888366131,-13.09477,-4957770.330303717,-14.39148,871355050.6127907,5000000000.0,
sappy-seals-pixl,pixl,PIXL,0.056132636114784,28635296.0,946.0,28635296.0,52371.0,0.064271,0.057270999999999996,-0.006983404108765001,-11.06439,-2922724.1447296403,-9.26143,500000000.0,500000000.0,500000000.0
xana,xeta,XANA,0.012073325050840002,28045155.0,954.0,59548898.0,2632445.0,0.01306204,0.011331570000000001,-0.000932055640169,-7.16669,-2285222.5290539525,-7.53443,2321833333.0,4930000000.0,5000000000.0
raini-studios-token,rst,Raini Studios Token,0.049544198317343004,28009911.0,955.0,45572108.0,339713.0,0.056116,0.04593451,-0.005617228653973,-10.18325,-3229654.399862606,-10.33835,565016562.0,919281602.0,919281602.0
volt-inu-2,volt,Volt Inu,4.411086787557969e-07,27444822.0,965.0,30414351.0,9978118.0,4.60048e-07,4.3649e-07,-7.123829294000001e-09,-1.58932,-413241.8278651796,-1.48338,62263131613878.4,69000000000000.0,69000000000000.0
altered-state-token,asto,Altered State Machine,0.033682722642396,26592081.0,977.0,80922658.0,5470665.0,0.03532789,0.03342462,-0.0014802677156440002,-4.20973,-990578.418960087,-3.59131,783408782.1376687,2384000000.0,2384000000.0
wagmi-game-2,wagmigames,WAGMI Games,1.3178349225656102e-05,25653108.0,994.0,28995432.0,5637120.0,1.3380000000000002e-05,1.286e-05,-1.73743628553e-07,-1.30125,-152843.87488576397,-0.59228,1946404449457.449,2200000000000.0,2200000000000.0
taki,taki,Taki Games,0.021019599905384,24587207.0,1012.0,62997346.0,278040.0,0.02213865,0.02094552,-0.00029352246570000005,-1.3771900000000001,-346506.16080333665,-1.38971,1170868697.16643,3000000000.0,
starlink,starl,StarLink,2.4240242710103377e-06,24176921.0,1017.0,24227463.0,2065796.0,2.74e-06,2.4199999999999997e-06,-2.70667023916e-07,-10.04445,-2733757.8124465197,-10.15864,9979138452609.14,10000000000000.0,
decentral-games,dg,Decentral Games,0.031966436134482,24111499.0,1019.0,24111499.0,698.89,0.0333291,0.03104238,-0.00018421064192500003,-0.57296,-147449.69463173673,-0.60782,753736536.425704,753736536.425704,1000000000.0
ufo-gaming,ufo,UFO Gaming,9.318219473077127e-07,24055612.0,1021.0,24055612.0,512366.0,9.80062e-07,9.263989999999999e-07,-4.1866124718000004e-08,-4.29975,-1042492.6204698496,-4.15367,25757575757575.0,25757575757575.0,25757575757575.0
playa3ull-games-2,3ull,PLAYA3ULL GAMES,0.002425620647601,23060165.0,1037.0,23369209.0,682377.0,0.0027044,0.0023401900000000002,-0.00023394262603700002,-8.79628,-2247212.5135074444,-8.87967,9501412233.13304,9628746675.29984,50000000000.0
hello-labs,hello,HELLO,0.041925607599220004,22307688.0,1062.0,41986587.0,1199229.0,0.043376120000000004,0.041902499999999995,-0.000947320552438,-2.2096,-491449.28865297884,-2.15556,531305095.33808607,1000000000.0,1000000000.0
metacade,mcade,Metacade,0.012487103566921,21928627.0,1072.0,24973597.0,674863.0,0.013751,0.01222788,-0.00023105609612700001,-1.81674,-291034.61844265833,-1.3098100000000001,1756144842.0865574,2000000000.0,2000000000.0
affyn,fyn,Affyn,0.056683059256523005,19931974.0,1115.0,56731774.0,463124.0,0.060195,0.056297,-0.0030324069909970002,-5.07809,-1034178.8675854169,-4.93261,351337053.0,1000000000.0,1000000000.0
honeyland-honey,hxd,Honeyland,0.084420628621359,19697733.0,1123.0,84316056.0,129626.0,0.088748,0.083995,-0.0031247858467850003,-3.56933,-759394.1301958002,-3.71213,233617814.259379,1000000000.0,1000000000.0
step-app-fitfi,fitfi,Step App,0.007398942634521,18721309.0,1144.0,34038743.0,4681037.0,0.00815337,0.00734985,-0.000491329530172,-6.22703,-1249095.9054444134,-6.25474,2530000000.0,4600000000.0,4600000000.0
gameswift,gswift,GameSwift,0.33095009431729605,18594786.0,1149.0,462586169.0,534156.0,0.34141000000000005,0.327613,-0.007034120964106,-2.0812,-371981.1653588563,-1.96123,56135745.0,1396500000.0,1396500000.0
nft-worlds,wrld,NFT Worlds,0.033311554657228,18302418.0,1153.0,166708861.0,36822.0,0.03874989,0.03255804,-0.0043682417158950005,-11.59306,-2375293.6482774653,-11.48722,548933562.0,5000000000.0,5000000000.0
lords,lords,LORDS,0.14309064363405602,18112541.0,1159.0,71834118.0,160291.0,0.148484,0.139365,-0.0037062845360610005,-2.52477,-405537.239714168,-2.18995,126071995.06101482,500000000.0,500000000.0
phantasma,soul,Phantasma,0.13991392215241702,17455271.0,1172.0,17455271.0,161207.0,0.158782,0.140459,-0.011344573885829,-7.50012,-1338259.1758308262,-7.12085,124129197.661631,124129197.661631,
kompete,kompete,KOMPETE,0.025304433848452,17152195.0,1182.0,21576041.0,39721.0,0.026355550000000002,0.02462327,-0.0006732696396420001,-2.59172,-412304.63123754784,-2.34737,676137487.0,850524987.0,1000000000.0
defi-kingdoms,jewel,DeFi Kingdoms,0.147760292360985,16867151.0,1197.0,17961241.0,9972.33,0.167649,0.147161,-0.014350247189043002,-8.85214,-1639452.62096693,-8.858740000000001,114069662.731648,121468808.177115,125000000.0
king-of-legends-2,kol,King of Legends,0.055642588865128004,16225456.0,1210.0,31792818.0,1907496.0,0.056332999999999994,0.053824,-3.8666757271405006e-05,-0.06944,-12266.265950331464,-0.07554000000000001,291836703.62,571836703.62,1000000000.0
burger-swap,burger,BurgerCities,0.482237240414479,16137584.0,1219.0,26067976.0,3429979.0,0.542616,0.482714,-0.049833930778167,-9.36603,-1571789.046142988,-8.87546,33259000.0,53725194.1761118,61000000.0
spartadex,sparta,SpartaDEX,0.48033620698515705,15596259.0,1234.0,48124869.0,62483.0,0.49684399999999995,0.47401499999999996,0.00321528,0.6738900000000001,264227.0,1.72336,32407900.0,100000000.0,100000000.0
kapital-dao,kap,KAP Games,0.118756477401131,15110529.0,1248.0,118860504.0,344716.0,0.128572,0.116196,-0.0025444963322040002,-2.09767,-308069.19655218907,-1.99804,127128262.0,1000000000.0,1000000000.0
octo-gaming,otk,Octokn,0.050667720562023004,14951367.0,1256.0,60822303.0,167366.0,0.053682,0.04904511,-0.001024450985799,-1.98183,-296462.49146547355,-1.94429,294973716.70495737,1199955845.4,1200000000.0
catecoin,cate,CateCoin,4.014506205150341e-07,13814713.0,1287.0,40184014.0,167824.0,4.091249999999999e-07,3.98213e-07,-5.265264253e-09,-1.29458,-189949.83805856295,-1.35633,34378628154281.39,100000000000000.0,100000000000000.0
domi,domi,Domi,0.039145183927645,13804479.0,1289.0,39426680.0,306821.0,0.045129880000000004,0.03937384,-0.005509664047629001,-12.33833,-1811967.0089169685,-11.60294,350130400.0,1000000000.0,1000000000.0
gamee,gmee,GAMEE,0.020050256758896,13443342.0,1301.0,63805557.0,821877.0,0.02133104,0.01951603,0.00031401,1.59104,221959.0,1.67879,670001655.3319011,3180000000.0,3180000000.0
defi-land,dfl,DeFi Land,0.001731329359433,12374213.0,1327.0,17337378.0,68864.0,0.00180763,0.00149767,0.00022425,14.88008,1621958.0,15.08481,7137303616.0,10000000000.0,10000000000.0
artyfact,arty,Artyfact,0.9256763385701011,12077046.0,1341.0,23069012.0,1685200.0,1.027,0.9171779999999999,-0.08403462919486901,-8.32264,-1247808.5175632555,-9.36452,13066289.0,24958618.9996,25000000.0
