name,symbol,date,rank,market_cap,price,circulating_supply,%1h,%7h,%24h,class,ismultiplatform
Bitcoin,BTC,2013-04-28,-1.3785017697814543,6.429476828815729,6.520015859598869,-0.14298300169047395,0.0635740127732405,0.0635740127732405,0.0635740127732405,4.0,1.0
Litecoin,LTC,2013-04-28,-1.3017571437854125,0.13422244165290145,0.0010986560264027,-0.1421832026298671,0.090878546396456,0.090878546396456,0.090878546396456,4.0,0.0
Peercoin,PPC,2013-04-28,-1.2250125177893707,-0.16580463398131692,-0.19778460175598836,-0.14197338780862048,-0.20435172340456148,-0.20435172340456148,-0.20435172340456148,4.0,1.0
Namecoin,NMC,2013-04-28,-1.1482678917933289,-0.17138867419364895,-0.16160621161899116,-0.14373053182028517,-0.05417678847687629,-0.05417678847687629,-0.05417678847687629,4.0,0.0
Terracoin,TRC,2013-04-28,-1.071523265797287,-0.19139244772979208,-0.18471279269303,-0.1441377113743289,0.058454412718887586,0.058454412718887586,0.058454412718887586,4.0,1.0
Devcoin,DVC,2013-04-28,-0.9947786398012453,-0.191744234088817,-0.21717012973562724,0.43063833285684705,0.032856412447123076,0.032856412447123076,0.032856412447123076,4.0,0.0
Novacoin,NVC,2013-04-28,-0.9180340138052034,-0.19290994233231712,-0.004021637846184638,-0.14440767760985734,0.3195540154908857,0.3195540154908857,0.3195540154908857,4.0,0.0
Bitcoin,BTC,2013-05-05,-1.3785017697814543,5.539576917328682,5.601374900105253,-0.14297948201909844,0.027736812392770167,0.027736812392770167,0.027736812392770167,4.0,1.0
Litecoin,LTC,2013-05-05,-1.3017571437854125,0.07928626071569826,-0.036927055821488766,-0.14215887455595988,-0.028578788205111772,-0.028578788205111772,-0.028578788205111772,4.0,0.0
Namecoin,NMC,2013-05-05,-1.2250125177893707,-0.17007726473034832,-0.1594074971913507,-0.14372394025611884,-0.24872159054228662,-0.24872159054228662,-0.24872159054228662,4.0,0.0
Peercoin,PPC,2013-05-05,-1.1482678917933289,-0.17262441607054377,-0.20194107560550045,-0.1419637898063565,0.007258412175358553,0.007258412175358553,0.007258412175358553,4.0,1.0
Feathercoin,FTC,2013-05-05,-1.071523265797287,-0.18910246074377215,-0.20147422528182338,-0.14359496685375997,-2.2317133449283113,-2.2317133449283113,-2.2317133449283113,4.0,0.0
Freicoin,FRC,2013-05-05,-0.9947786398012453,-0.1908388514731264,-0.21311335603964793,-0.1418021064417827,-2.5866722820301127,-2.5866722820301127,-2.5866722820301127,4.0,0.0
Terracoin,TRC,2013-05-05,-0.9180340138052034,-0.19199768143203047,-0.18867349060035493,-0.14412670392311971,0.14719414699433792,0.14719414699433792,0.14719414699433792,4.0,1.0
Devcoin,DVC,2013-05-05,-0.8412893878091616,-0.19340051908016073,-0.21717451210479466,0.4358470450722772,0.06186747942178953,0.06186747942178953,0.06186747942178953,4.0,0.0
Novacoin,NVC,2013-05-05,-0.7645447618131198,-0.19356203583988982,-0.03209791591420538,-0.14440744094570537,0.1693790805632005,0.1693790805632005,0.1693790805632005,4.0,0.0
Mincoin,MNC,2013-05-05,-0.687800135817078,-0.19755641337891197,-0.21136844020620543,-0.1443089035805485,0.007258412175358553,0.007258412175358553,0.007258412175358553,4.0,1.0
Bitcoin,BTC,2013-05-12,-1.3785017697814543,5.509699285267413,5.555693846928248,-0.14297558041893008,-0.05076372177397435,-0.05076372177397435,-0.05076372177397435,4.0,1.0
Litecoin,LTC,2013-05-12,-1.3017571437854125,0.057982410715048206,-0.053066021312046,-0.1421269800775675,-0.016633054744954995,-0.016633054744954995,-0.016633054744954995,4.0,0.0
Namecoin,NMC,2013-05-12,-1.2250125177893707,-0.17727277485203444,-0.17469810026576355,-0.14371638728499123,-0.04223105501671952,-0.04223105501671952,-0.04223105501671952,4.0,0.0
Peercoin,PPC,2013-05-12,-1.1482678917933289,-0.17766839522655142,-0.2050032121371458,-0.1419548895484872,-0.2504281238937376,-0.2504281238937376,-0.2504281238937376,4.0,1.0
Novacoin,NVC,2013-05-12,-1.071523265797287,-0.19370127328515066,-0.04048114215657883,-0.14440689017804614,-0.06270945523413114,-0.06270945523413114,-0.06270945523413114,4.0,0.0
Devcoin,DVC,2013-05-12,-0.9947786398012453,-0.19370609856510554,-0.21717541568606627,0.4421488680471555,0.05333481266453468,0.05333481266453468,0.05333481266453468,4.0,0.0
Terracoin,TRC,2013-05-12,-0.9180340138052034,-0.193836038206974,-0.19807575572129232,-0.1441135629386539,-0.21971052356762016,-0.21971052356762016,-0.21971052356762016,4.0,1.0
Feathercoin,FTC,2013-05-12,-0.8412893878091616,-0.19443283202142442,-0.2108965699865748,-0.1435819549348862,-0.1275577225892679,-0.1275577225892679,-0.1275577225892679,4.0,0.0
Freicoin,FRC,2013-05-12,-0.7645447618131198,-0.19475330791143167,-0.21538134503144693,-0.14170332121800921,-0.04223105501671952,-0.04223105501671952,-0.04223105501671952,4.0,0.0
CHNCoin,CNC,2013-05-12,-0.687800135817078,-0.19590588344340998,-0.21233728012523423,-0.1437765415966639,0.43730481674100247,0.43730481674100247,0.43730481674100247,4.0,1.0
Mincoin,MNC,2013-05-12,-0.6110555098210361,-0.1969840848740692,-0.2052893462064963,-0.14430636362237645,-0.05076372177397435,-0.05076372177397435,-0.05076372177397435,4.0,1.0
BBQCoin,BQC,2013-05-12,-0.5343108838249943,-0.1973883242528035,-0.21672466918860808,-0.1422046817783788,-0.5064081266113828,-0.5064081266113828,-0.5064081266113828,4.0,0.0
Ixcoin,IXC,2013-05-12,-0.4575662578289525,-0.1974300891462924,-0.216603187706533,-0.14277724835269037,-0.1019597223175034,-0.1019597223175034,-0.1019597223175034,4.0,0.0
BitBar,BTB,2013-05-12,-0.3808216318329107,-0.19771558982643878,1.2315554725686821,-0.14444334633492062,2.2957196364711066,2.2957196364711066,2.2957196364711066,4.0,0.0
Bitcoin,BTC,2013-05-19,-1.3785017697814543,5.871326562268697,5.906584574079088,-0.14297201794518985,-0.10537278902040534,-0.10537278902040534,-0.10537278902040534,4.0,1.0
Litecoin,LTC,2013-05-19,-1.3017571437854125,0.06353602606733476,-0.05135423679189669,-0.14210112428848887,-0.1821667898356989,-0.1821667898356989,-0.1821667898356989,4.0,0.0
Namecoin,NMC,2013-05-19,-1.2250125177893707,-0.1767622339908967,-0.17413587191896962,-0.1437082680056535,0.11477001331676953,0.11477001331676953,0.11477001331676953,4.0,0.0
Peercoin,PPC,2013-05-19,-1.1482678917933289,-0.18056748884566626,-0.20677523540873735,-0.14194515747604697,-0.2606673240024434,-0.2606673240024434,-0.2606673240024434,4.0,1.0
Novacoin,NVC,2013-05-19,-1.071523265797287,-0.19354333506954413,-0.03555662422617862,-0.1444065974098715,-0.2982110577343647,-0.2982110577343647,-0.2982110577343647,4.0,0.0
Terracoin,TRC,2013-05-19,-0.9947786398012453,-0.19392184027485806,-0.1991801328310661,-0.14410038771229633,-0.19581905664730664,-0.19581905664730664,-0.19581905664730664,4.0,1.0
Devcoin,DVC,2013-05-19,-0.9180340138052034,-0.19404997201174812,-0.21717639456577725,0.44849020511154314,-0.031991854908013706,-0.031991854908013706,-0.031991854908013706,4.0,0.0
Feathercoin,FTC,2013-05-19,-0.8412893878091616,-0.19437229173687506,-0.21081625165131854,-0.14357816198687445,0.01237801222971146,0.01237801222971146,0.01237801222971146,4.0,0.0
Freicoin,FRC,2013-05-19,-0.7645447618131198,-0.19491718216927945,-0.21547170315861025,-0.1417007493885379,-0.10366625566895436,-0.10366625566895436,-0.10366625566895436,4.0,0.0
CHNCoin,CNC,2013-05-19,-0.687800135817078,-0.1959250799784686,-0.2124100686165602,-0.14377235776428757,0.08405241299065211,0.08405241299065211,0.08405241299065211,4.0,1.0
Mincoin,MNC,2013-05-19,-0.6110555098210361,-0.1971626554056472,-0.20738766271506642,-0.1443039872350874,-0.10537278902040534,-0.10537278902040534,-0.10537278902040534,4.0,1.0
Ixcoin,IXC,2013-05-19,-0.5343108838249943,-0.19739675955471225,-0.21657357032040725,-0.14277724835269037,1.3929634935535444,1.3929634935535444,1.3929634935535444,4.0,0.0
BitBar,BTB,2013-05-19,-0.4575662578289525,-0.1975128615508245,1.9263090725354386,-0.14444332842377725,2.5875368395692218,2.5875368395692218,2.5875368395692218,4.0,0.0
BBQCoin,BQC,2013-05-19,-0.3808216318329107,-0.19753604824606064,-0.2168313419776203,-0.1421499376856063,-1.2026737340033777,-1.2026737340033777,-1.2026737340033777,4.0,0.0
Bitcoin,BTC,2013-05-26,-1.3785017697814543,6.459423044081381,6.483370619138194,-0.14296837645169938,-0.2436019904879337,-0.2436019904879337,-0.2436019904879337,4.0,1.0
Litecoin,LTC,2013-05-26,-1.3017571437854125,0.06218849839716284,-0.054095099982517,-0.14207403368411306,-0.10878585572330728,-0.10878585572330728,-0.10878585572330728,4.0,0.0
Namecoin,NMC,2013-05-26,-1.2250125177893707,-0.1747034720231894,-0.17048138766480925,-0.14370033310573305,-0.44155985925624597,-0.44155985925624597,-0.44155985925624597,4.0,0.0
Peercoin,PPC,2013-05-26,-1.1482678917933289,-0.18200074859340978,-0.20767379678441691,-0.14193364456183538,-1.1412385333511428,-1.1412385333511428,-1.1412385333511428,4.0,1.0
Novacoin,NVC,2013-05-26,-1.071523265797287,-0.19262798155024294,-0.0008942426671435515,-0.14440626341972712,-0.4603317261222067,-0.4603317261222067,-0.4603317261222067,4.0,0.0
Devcoin,DVC,2013-05-26,-0.9947786398012453,-0.19400814598804364,-0.2171763845259853,0.45383060848194223,-0.18557985653860082,-0.18557985653860082,-0.18557985653860082,4.0,0.0
Terracoin,TRC,2013-05-26,-0.9180340138052034,-0.19433386852461942,-0.20150936455349797,-0.14408850577585108,-0.6292785279158525,-0.6292785279158525,-0.6292785279158525,4.0,1.0
Freicoin,FRC,2013-05-26,-0.8412893878091616,-0.1950249957006651,-0.21554499363953158,-0.14167615896905986,-0.24872159054228662,-0.24872159054228662,-0.24872159054228662,4.0,0.0
Feathercoin,FTC,2013-05-26,-0.7645447618131198,-0.19517142603074306,-0.21222784639344755,-0.1435712872686031,-0.46715785952801053,-0.46715785952801053,-0.46715785952801053,4.0,0.0
CHNCoin,CNC,2013-05-26,-0.687800135817078,-0.1964154723561572,-0.2135013939968548,-0.14377115244969715,-0.549071460397657,-0.549071460397657,-0.549071460397657,4.0,1.0
Mincoin,MNC,2013-05-26,-0.6110555098210361,-0.1975041616036123,-0.2110722663449479,-0.14430268762359502,-1.6207744051088648,-1.6207744051088648,-1.6207744051088648,4.0,1.0
Ixcoin,IXC,2013-05-26,-0.5343108838249943,-0.19751763095428948,-0.2166809960938125,-0.14277724835269037,-0.24872159054228662,-0.24872159054228662,-0.24872159054228662,4.0,0.0
BBQCoin,BQC,2013-05-26,-0.4575662578289525,-0.19757599882324478,-0.2168648748825898,-0.14209509429134762,-0.44667945931059894,-0.44667945931059894,-0.44667945931059894,4.0,0.0
WorldCoin,WDC,2013-05-26,-0.3808216318329107,-0.1978114774003915,-0.21589889630425455,-0.14412862515664734,-0.06270945523413114,-0.06270945523413114,-0.06270945523413114,4.0,0.0
BitBar,BTB,2013-05-26,-0.3040770058368688,-0.19784415348191714,0.654267437914224,-0.14444331459532095,-0.24872159054228662,-0.24872159054228662,-0.24872159054228662,4.0,0.0
Bitcoin,BTC,2013-06-02,-1.3785017697814543,5.9186740449175765,5.921644261939639,-0.14296420157489473,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,1.0
Litecoin,LTC,2013-06-02,-1.3017571437854125,0.022864458416965373,-0.08028891706796883,-0.1420471669690296,0.0994112131537108,0.0994112131537108,0.0994112131537108,4.0,0.0
Namecoin,NMC,2013-06-02,-1.2250125177893707,-0.18010274880794117,-0.1815803776180354,-0.1436938139763378,0.0942916130993579,0.0942916130993579,0.0942916130993579,4.0,0.0
Peercoin,PPC,2013-06-02,-1.1482678917933289,-0.18517399529030062,-0.20957633735079984,-0.14192529954941113,0.1915640141320631,0.1915640141320631,0.1915640141320631,4.0,1.0
Novacoin,NVC,2013-06-02,-1.071523265797287,-0.19310711862194643,-0.02116960242339883,-0.14440601766830385,0.11306347996531856,0.11306347996531856,0.11306347996531856,4.0,0.0
Devcoin,DVC,2013-06-02,-0.9947786398012453,-0.19508300961097932,-0.21717913542896783,0.46059999237261934,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,0.0
Terracoin,TRC,2013-06-02,-0.9180340138052034,-0.19513354974024166,-0.20521404776719354,-0.14407765899813407,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,1.0
Feathercoin,FTC,2013-06-02,-0.8412893878091616,-0.1956546656389272,-0.21307319687201978,-0.14356644072392138,0.3093148153821799,0.3093148153821799,0.3093148153821799,4.0,0.0
Freicoin,FRC,2013-06-02,-0.7645447618131198,-0.19622475739229708,-0.21619205822793994,-0.14166664894211783,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,0.0
CHNCoin,CNC,2013-06-02,-0.687800135817078,-0.19680488678940375,-0.21436280814247832,-0.1437707584045426,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,1.0
Ixcoin,IXC,2013-06-02,-0.6110555098210361,-0.19769889032489266,-0.21684273714143482,-0.14277724835269037,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,0.0
Mincoin,MNC,2013-06-02,-0.5343108838249943,-0.1977334814784972,-0.21350289996564084,-0.14430213395854496,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,1.0
BBQCoin,BQC,2013-06-02,-0.4575662578289525,-0.19774299281467472,-0.2169753125935672,-0.142040958650652,0.0738132128819463,0.0738132128819463,0.0738132128819463,4.0,0.0
BitBar,BTB,2013-06-02,-0.3808216318329107,-0.19785187485592534,0.5814789465882272,-0.14444329167959336,0.11988961337112244,0.11988961337112244,0.11988961337112244,4.0,0.0
Bitcoin,BTC,2013-06-09,-1.3785017697814543,4.818076901047502,4.802709453900694,-0.1429599410933607,-0.3937769254156189,-0.3937769254156189,-0.3937769254156189,4.0,1.0
Litecoin,LTC,2013-06-09,-1.3017571437854125,-0.0028140174518893487,-0.09756237904402092,-0.14201983930540307,-0.3289286580604821,-0.3289286580604821,-0.3289286580604821,4.0,0.0
Namecoin,NMC,2013-06-09,-1.2250125177893707,-0.1833395597982996,-0.1882718989240736,-0.1436864980644609,-0.4569186594193047,-0.4569186594193047,-0.4569186594193047,4.0,0.0
Peercoin,PPC,2013-06-09,-1.1482678917933289,-0.1879878613230843,-0.21126302239118155,-0.14191266165735522,-0.2504281238937376,-0.2504281238937376,-0.2504281238937376,4.0,1.0
Novacoin,NVC,2013-06-09,-1.071523265797287,-0.19384122452474276,-0.051278938352593936,-0.14440574491846592,-0.3681789251438544,-0.3681789251438544,-0.3681789251438544,4.0,0.0
Feathercoin,FTC,2013-06-09,-0.9947786398012453,-0.19428789659893536,-0.21086143071490018,-0.14355237520837769,0.010671478878260492,0.010671478878260492,0.010671478878260492,4.0,0.0
Terracoin,TRC,2013-06-09,-0.9180340138052034,-0.19560583524120886,-0.20739770250697345,-0.1440676972416198,-0.4364402592018931,-0.4364402592018931,-0.4364402592018931,4.0,1.0
Devcoin,DVC,2013-06-09,-0.8412893878091616,-0.19568836793337324,-0.21718067653702555,0.46662521672093193,-0.39718999211852085,-0.39718999211852085,-0.39718999211852085,4.0,0.0
Freicoin,FRC,2013-06-09,-0.7645447618131198,-0.19655185466861622,-0.21637679039902932,-0.141632514253806,-0.39718999211852085,-0.39718999211852085,-0.39718999211852085,4.0,0.0
CHNCoin,CNC,2013-06-09,-0.687800135817078,-0.19692398830672952,-0.21462635268003796,-0.14377050343414846,-0.26408039070534534,-0.26408039070534534,-0.26408039070534534,4.0,1.0
BBQCoin,BQC,2013-06-09,-0.6110555098210361,-0.19764442134376084,-0.21692044513079525,-0.14198639867389756,-0.706072528731146,-0.706072528731146,-0.706072528731146,4.0,0.0
Yacoin,YAC,2013-06-09,-0.5343108838249943,-0.19764698244601356,-0.21567049103836952,-0.1440149805322394,-0.8903781306878505,-0.8903781306878505,-0.8903781306878505,4.0,0.0
Digitalcoin,DGC,2013-06-09,-0.4575662578289525,-0.19777150589735062,-0.21521870040255298,-0.1442073812443261,0.48338121723017863,0.48338121723017863,0.48338121723017863,4.0,1.0
WorldCoin,WDC,2013-06-09,-0.3808216318329107,-0.19781562272357076,-0.216540439007114,-0.14382525674589183,-0.43302719249899113,-0.43302719249899113,-0.43302719249899113,4.0,0.0
BitBar,BTB,2013-06-09,-0.3040770058368688,-0.19788174820833726,0.4404198702943988,-0.1444432663932733,-0.3988965254699718,-0.3988965254699718,-0.3988965254699718,4.0,0.0
Mincoin,MNC,2013-06-09,-0.227332379840827,-0.19788448139236955,-0.21512332237943615,-0.14429961665270133,-0.39718999211852085,-0.39718999211852085,-0.39718999211852085,4.0,1.0
Memecoin,MEM,2013-06-09,-0.15058775384478518,-0.19801852463927305,-0.21710040840072883,-0.14330213282930884,-0.06782905528848404,-0.06782905528848404,-0.06782905528848404,4.0,1.0
AmericanCoin,AMC,2013-06-09,-0.07384312784874336,-0.1980662350139003,-0.21697676836339375,-0.14431290737959385,-0.48422319304252015,-0.48422319304252015,-0.48422319304252015,4.0,1.0
Franko,FRK,2013-06-09,0.0029014981472984635,-0.19807236677968698,-0.2096566556860561,-0.14444129010931966,-0.48763625974542213,-0.48763625974542213,-0.48763625974542213,4.0,1.0
Elacoin,ELC,2013-06-09,0.07964612414334028,-0.19808129219187504,-0.21537933707306556,-0.14444091450210683,-3.1566544214147365,-3.1566544214147365,-3.1566544214147365,4.0,0.0
Bitcoin,BTC,2013-06-16,-1.3785017697814543,4.807676163820829,4.7781119637284615,-0.1429557267066809,-0.047350655071072424,-0.047350655071072424,-0.047350655071072424,4.0,1.0
Litecoin,LTC,2013-06-16,-1.3017571437854125,-0.02169676510316239,-0.11028781528618657,-0.1419936047483216,0.09770467980225983,0.09770467980225983,0.09770467980225983,4.0,0.0
Namecoin,NMC,2013-06-16,-1.2250125177893707,-0.18778482031721916,-0.19735289070398587,-0.14367251156866748,0.1710856139146515,0.1710856139146515,0.1710856139146515,4.0,0.0
Peercoin,PPC,2013-06-16,-1.1482678917933289,-0.18859522282877106,-0.21163951458769534,-0.14190244730103932,-0.17875372313279694,-0.17875372313279694,-0.17875372313279694,4.0,1.0
Novacoin,NVC,2013-06-16,-1.071523265797287,-0.1938828948066452,-0.05419047800563382,-0.1444054463555096,-0.09513358891169951,-0.09513358891169951,-0.09513358891169951,4.0,0.0
Feathercoin,FTC,2013-06-16,-0.9947786398012453,-0.19444312776556902,-0.21173991250676566,-0.14345061752499916,0.0209106789869663,0.0209106789869663,0.0209106789869663,4.0,0.0
Terracoin,TRC,2013-06-16,-0.9180340138052034,-0.19599875960848162,-0.2091446262987974,-0.14405859153239986,-0.031991854908013706,-0.031991854908013706,-0.031991854908013706,4.0,1.0
Devcoin,DVC,2013-06-16,-0.8412893878091616,-0.19625402692243352,-0.21718209515962206,0.47276898333777273,0.1813248140233573,0.1813248140233573,0.1813248140233573,4.0,0.0
Freicoin,FRC,2013-06-16,-0.7645447618131198,-0.19636567861213494,-0.21628743625105679,-0.14160502196569977,-0.047350655071072424,-0.047350655071072424,-0.047350655071072424,4.0,0.0
CHNCoin,CNC,2013-06-16,-0.687800135817078,-0.1971224032735101,-0.2150886850973569,-0.14376264571018407,-0.047350655071072424,-0.047350655071072424,-0.047350655071072424,4.0,1.0
BBQCoin,BQC,2013-06-16,-0.6110555098210361,-0.19771464473460562,-0.21696768235171784,-0.14193219138862836,1.148929224296056,1.148929224296056,1.148929224296056,4.0,0.0
Digitalcoin,DGC,2013-06-16,-0.5343108838249943,-0.19776613195924062,-0.21568705669501612,-0.1441282779965446,-0.03540492161091564,-0.03540492161091564,-0.03540492161091564,4.0,1.0
Yacoin,YAC,2013-06-16,-0.4575662578289525,-0.19776960222318518,-0.21618754032158177,-0.14397538136479893,-0.15656878956393439,-0.15656878956393439,-0.15656878956393439,4.0,0.0
WorldCoin,WDC,2013-06-16,-0.3808216318329107,-0.19783101743116285,-0.21671096487265498,-0.14365157594433786,-0.047350655071072424,-0.047350655071072424,-0.047350655071072424,4.0,0.0
Mincoin,MNC,2013-06-16,-0.3040770058368688,-0.1979172281765772,-0.21548324891930334,-0.1442977251832796,-0.047350655071072424,-0.047350655071072424,-0.047350655071072424,4.0,1.0
BitBar,BTB,2013-06-16,-0.227332379840827,-0.19798904651841545,0.08253140818435592,-0.14444325058932325,-1.9433092085330976,-1.9433092085330976,-1.9433092085330976,4.0,0.0
GoldCoin,GLC,2013-06-16,-0.15058775384478518,-0.19799640307014638,-0.21711310873749123,-0.14265702875826367,-0.1599818562668363,-0.1599818562668363,-0.1599818562668363,4.0,0.0
Memecoin,MEM,2013-06-16,-0.07384312784874336,-0.1980469803316737,-0.21714552220566308,-0.1430764787625247,-0.1019597223175034,-0.1019597223175034,-0.1019597223175034,4.0,1.0
Luckycoin,LKY,2013-06-16,0.0029014981472984635,-0.19804931997602948,-0.2170603998299793,-0.14402702603956766,-0.05417678847687629,-0.05417678847687629,-0.05417678847687629,4.0,0.0
Franko,FRK,2013-06-16,0.07964612414334028,-0.19806563689058157,-0.20745292136246213,-0.1444408152006207,2.785494708337534,2.785494708337534,2.785494708337534,4.0,1.0
AmericanCoin,AMC,2013-06-16,0.1563907501393821,-0.19807514764795883,-0.21708032881691477,-0.14430993096900127,-0.047350655071072424,-0.047350655071072424,-0.047350655071072424,4.0,1.0
Junkcoin,JKC,2013-06-16,0.23313537613542393,-0.19807599331971076,-0.21716739389233258,-0.14376601168814535,0.12500921342547536,0.12500921342547536,0.12500921342547536,4.0,0.0
Nibble,NBL,2013-06-16,0.30988000213146577,-0.19807639821277767,-0.2170367059210787,-0.14436130644982084,-0.008100387987700158,-0.008100387987700158,-0.008100387987700158,4.0,1.0
Elacoin,ELC,2013-06-16,0.3866246281275076,-0.19807851154621867,-0.21393963091359683,-0.14444088908408714,-0.047350655071072424,-0.047350655071072424,-0.047350655071072424,4.0,0.0
Bitcoin,BTC,2013-06-23,-1.3785017697814543,5.227619212185593,5.184221546367988,-0.14295215764796151,-0.09172052220879758,-0.09172052220879758,-0.09172052220879758,4.0,1.0
Litecoin,LTC,2013-06-23,-1.3017571437854125,0.06310538360013315,-0.060706302953298916,-0.14196519056312917,-0.14632958945522856,-0.14632958945522856,-0.14632958945522856,4.0,0.0
Namecoin,NMC,2013-06-23,-1.2250125177893707,-0.18326200189465816,-0.18893954508589134,-0.14366458983870536,-0.24872159054228662,-0.24872159054228662,-0.24872159054228662,4.0,0.0
Peercoin,PPC,2013-06-23,-1.1482678917933289,-0.1875843678843591,-0.21108230613685494,-0.14188919015754065,-0.13097078929216985,-0.13097078929216985,-0.13097078929216985,4.0,1.0
Novacoin,NVC,2013-06-23,-1.071523265797287,-0.19344279291720004,-0.041640738121841256,-0.14440446005732693,-0.13950345604942468,-0.13950345604942468,-0.13950345604942468,4.0,0.0
Feathercoin,FTC,2013-06-23,-0.9947786398012453,-0.194526350254114,-0.21221730461194516,-0.14338044140180203,-0.06441598858558209,-0.06441598858558209,-0.06441598858558209,4.0,0.0
Terracoin,TRC,2013-06-23,-0.9180340138052034,-0.19622906811879096,-0.21016366517736135,-0.1440513164473939,0.039682545852926944,0.039682545852926944,0.039682545852926944,4.0,1.0
Devcoin,DVC,2013-06-23,-0.8412893878091616,-0.19627110393534034,-0.21718217848989488,0.4787745180715175,-0.09172052220879758,-0.09172052220879758,-0.09172052220879758,4.0,0.0
Freicoin,FRC,2013-06-23,-0.7645447618131198,-0.19686262260843848,-0.21655449471578384,-0.14157250296788126,-0.1019597223175034,-0.1019597223175034,-0.1019597223175034,4.0,0.0
CHNCoin,CNC,2013-06-23,-0.687800135817078,-0.19748248722449702,-0.21589036248113352,-0.1437539071794036,0.6540345523752753,0.6540345523752753,0.6540345523752753,4.0,1.0
Digitalcoin,DGC,2013-06-23,-0.6110555098210361,-0.19770996397663174,-0.21577139094703518,-0.1440505292789819,0.01237801222971146,0.01237801222971146,0.01237801222971146,4.0,1.0
Yacoin,YAC,2013-06-23,-0.5343108838249943,-0.19771951627406087,-0.21610069612158592,-0.14394424639790598,-0.10025318896605243,-0.10025318896605243,-0.10025318896605243,4.0,0.0
BBQCoin,BQC,2013-06-23,-0.4575662578289525,-0.19772918143754717,-0.21698068388223746,-0.14187842081917887,-0.08489438880299371,-0.08489438880299371,-0.08489438880299371,4.0,0.0
